Delivery_Surcharge_Amount,Actual_Delivery_Time_Minutes,Delivery_Distance_km,Outlet_Location_Type,Item_Weight_kg,Weather_Condition,Day_of_Week,Time_of_Day_Peak,Realtime_Courier_Availability,Local_Order_Volume
25.82,80.2,19.3,Tier 1,1.89,Clear,Sunday,Dinner Peak,18,37
89.0,44.0,14.52,Tier 1,10.67,Clear,Saturday,Afternoon,40,80
34.3,77.5,0.95,Tier 3,10.08,Clear,Sunday,Afternoon,7,259
102.87,55.3,18.33,Tier 1,3.46,Clear,Wednesday,Afternoon,37,225
32.03,95.2,9.48,Tier 1,0.71,Clear,Saturday,Afternoon,44,229
36.0,39.1,1.72,Tier 1,4.74,Rain,Tuesday,Morning Peak,28,27
85.1,57.1,7.46,Tier 1,2.74,Clear,Friday,Dinner Peak,26,45
84.44,19.5,6.57,Tier 1,1.7,Rain,Friday,Dinner Peak,15,120
72.39,85.7,15.17,Tier 3,10.77,Clear,Friday,Afternoon,22,70
18.43,63.3,14.51,Tier 1,8.21,Clear,Tuesday,Dinner Peak,44,419
114.73,18.8,0.55,Tier 1,9.77,Clear,Tuesday,Morning Peak,13,258
44.29,96.3,16.63,Tier 2,15.56,Rain,Monday,Morning Peak,39,121
94.95,77.3,5.23,Tier 1,5.1,Clear,Sunday,Morning Peak,28,435
93.03,30.4,13.67,Tier 2,8.25,Clear,Tuesday,Afternoon,55,417
89.77,57.0,3.26,Tier 2,2.64,Clear,Friday,Dinner Peak,7,270
62.3,29.9,2.66,Tier 2,8.53,Clear,Sunday,Morning Peak,9,132
44.28,38.3,16.0,Tier 1,0.27,Clear,Sunday,Morning Peak,30,420
107.7,45.8,2.98,Tier 2,14.8,Clear,Tuesday,Afternoon,19,137
18.87,57.4,16.79,Tier 3,7.74,Clear,Friday,Dinner Peak,2,310
39.68,50.1,9.61,Tier 3,2.35,Fog,Monday,Dinner Peak,2,340
51.11,80.7,10.43,Tier 2,16.76,Clear,Monday,Afternoon,48,444
69.29,91.2,0.7,Tier 1,12.9,Rain,Friday,Morning Peak,14,357
109.49,35.2,1.85,Tier 1,12.66,Rain,Sunday,Afternoon,46,206
85.34,18.7,4.37,Tier 2,9.4,Heavy Snow,Thursday,Dinner Peak,16,221
106.8,17.9,16.24,Tier 1,8.02,Clear,Thursday,Dinner Peak,40,126
76.88,20.0,1.06,Tier 2,9.36,Clear,Friday,Dinner Peak,17,352
92.75,74.6,2.5,Tier 3,8.27,Clear,Wednesday,Dinner Peak,52,27
104.13,50.2,17.3,Tier 1,4.55,Clear,Friday,Morning Peak,35,349
59.45,78.7,20.11,Tier 1,1.46,Clear,Saturday,Dinner Peak,14,343
78.22,72.5,13.97,Tier 1,8.67,Heavy Snow,Thursday,Afternoon,42,462
75.29,61.6,14.86,Tier 2,5.83,Clear,Wednesday,Off-Peak,20,64
112.81,20.8,1.13,Tier 1,15.53,Clear,Sunday,Morning Peak,26,206
15.61,44.2,6.96,Tier 2,13.03,Clear,Sunday,Dinner Peak,46,385
27.09,38.2,5.92,Tier 1,6.1,Clear,Thursday,Afternoon,59,41
77.24,41.9,3.73,Tier 2,6.76,Clear,Friday,Morning Peak,19,379
92.15,90.0,6.59,Tier 2,4.13,Clear,Thursday,Off-Peak,36,332
88.16,55.1,10.43,Tier 3,1.27,Clear,Sunday,Afternoon,30,181
48.39,83.2,7.28,Tier 2,15.01,Rain,Friday,Afternoon,12,247
35.41,59.2,7.15,Tier 1,10.29,Clear,Wednesday,Morning Peak,35,145
71.03,43.4,2.24,Tier 2,11.98,Clear,Sunday,Afternoon,2,168
35.13,59.7,10.26,Tier 1,1.49,Fog,Tuesday,Morning Peak,57,283
80.35,52.7,7.32,Tier 1,16.09,Rain,Wednesday,Afternoon,37,334
84.17,63.8,18.31,Tier 1,10.66,Clear,Saturday,Dinner Peak,29,34
37.97,80.3,13.47,Tier 2,10.78,Clear,Monday,Dinner Peak,43,394
97.96,42.3,13.53,Tier 2,3.31,Clear,Sunday,Morning Peak,7,240
67.04,44.7,0.74,Tier 1,5.34,Clear,Saturday,Dinner Peak,34,16
94.2,67.4,13.22,Tier 1,8.01,Rain,Thursday,Dinner Peak,5,147
123.34,72.6,15.23,Tier 2,7.22,Clear,Saturday,Off-Peak,20,220
119.14,44.0,5.67,Tier 1,10.82,Heavy Snow,Tuesday,Dinner Peak,55,312
35.82,87.4,1.32,Tier 1,4.14,Fog,Tuesday,Dinner Peak,4,415
42.73,55.2,5.93,Tier 3,12.5,Heavy Snow,Saturday,Afternoon,25,484
49.15,77.9,2.25,Tier 2,3.58,Rain,Sunday,Afternoon,50,77
24.34,21.9,14.92,Tier 2,12.78,Fog,Thursday,Afternoon,53,9
81.94,68.4,15.95,Tier 1,12.52,Clear,Tuesday,Morning Peak,32,310
59.55,73.9,4.18,Tier 1,10.62,Clear,Friday,Morning Peak,30,315
81.12,58.8,17.55,Tier 1,12.5,Clear,Thursday,Morning Peak,33,79
94.35,22.4,10.97,Tier 2,10.6,Clear,Sunday,Afternoon,31,432
32.68,29.8,0.88,Tier 1,13.03,Clear,Monday,Morning Peak,16,322
34.11,26.9,6.38,Tier 1,7.79,Clear,Saturday,Morning Peak,34,310
103.64,31.8,7.11,Tier 2,0.5,Clear,Friday,Afternoon,25,200
38.53,19.5,1.28,Tier 1,8.8,Rain,Friday,Dinner Peak,41,252
96.55,30.4,4.82,Tier 2,0.7,Clear,Saturday,Afternoon,58,177
34.78,41.1,20.62,Tier 2,1.2,Clear,Monday,Dinner Peak,50,355
130.61,67.2,2.13,Tier 1,6.82,Clear,Wednesday,Dinner Peak,6,406
109.38,32.6,1.61,Tier 1,4.83,Clear,Thursday,Morning Peak,39,299
19.55,71.7,3.58,Tier 1,8.18,Rain,Tuesday,Afternoon,28,16
52.21,36.8,1.68,Tier 1,12.74,Clear,Friday,Off-Peak,40,185
125.93,77.0,17.53,Tier 3,3.02,Clear,Tuesday,Dinner Peak,58,393
26.8,59.7,10.48,Tier 3,5.35,Clear,Thursday,Afternoon,42,368
33.81,61.6,6.33,Tier 3,11.48,Clear,Friday,Dinner Peak,58,395
84.98,15.7,9.09,Tier 2,2.3,Heavy Snow,Thursday,Afternoon,55,110
40.25,87.2,0.53,Tier 2,4.42,Heavy Snow,Saturday,Dinner Peak,21,368
66.71,76.9,5.82,Tier 1,8.86,Heavy Snow,Monday,Off-Peak,52,59
50.01,28.2,13.2,Tier 1,6.43,Clear,Thursday,Afternoon,6,498
53.47,45.7,16.37,Tier 1,7.07,Fog,Sunday,Dinner Peak,55,233
12.76,69.2,9.78,Tier 2,3.6,Clear,Friday,Morning Peak,15,96
113.1,34.3,12.06,Tier 2,1.1,Clear,Friday,Off-Peak,35,70
45.29,29.8,16.07,Tier 1,5.96,Clear,Wednesday,Morning Peak,30,413
55.18,52.3,0.95,Tier 3,12.04,Fog,Wednesday,Dinner Peak,22,290
84.2,67.5,8.78,Tier 1,8.26,Clear,Wednesday,Off-Peak,43,414
36.37,34.2,10.86,Tier 2,11.16,Clear,Thursday,Afternoon,34,219
16.93,30.9,18.39,Tier 1,10.87,Clear,Monday,Morning Peak,49,139
32.16,38.2,14.55,Tier 1,0.45,Clear,Sunday,Dinner Peak,11,278
97.11,20.8,15.21,Tier 1,7.33,,Wednesday,Morning Peak,7,480
17.42,50.2,16.06,Tier 3,13.05,Heavy Snow,Monday,Afternoon,13,487
119.62,90.1,0.73,Tier 1,8.55,Rain,Sunday,Morning Peak,56,39
41.56,101.8,5.86,Tier 2,4.01,Clear,Thursday,Morning Peak,54,151
20.2,54.7,16.57,Tier 3,1.33,Clear,Wednesday,Afternoon,4,191
62.81,36.5,9.86,Tier 1,3.76,Fog,Sunday,Off-Peak,49,105
50.13,91.7,11.34,Tier 2,6.79,Clear,Tuesday,Afternoon,7,400
62.39,41.1,19.43,Tier 1,11.61,Rain,Friday,Off-Peak,7,359
75.08,68.2,14.17,Tier 1,8.03,Clear,Tuesday,Off-Peak,17,388
32.06,54.3,3.69,Tier 2,15.69,Clear,Tuesday,Dinner Peak,31,28
115.34,57.8,9.98,Tier 1,11.59,Clear,Wednesday,Dinner Peak,46,378
91.95,42.2,0.77,Tier 3,2.69,Rain,Saturday,Off-Peak,27,62
76.51,35.1,2.05,Tier 2,6.21,Heavy Snow,Friday,Afternoon,10,291
123.74,81.4,21.42,Tier 2,8.93,Clear,Monday,Morning Peak,38,235
31.08,65.3,4.49,Tier 2,12.23,Clear,Friday,Afternoon,39,305
33.6,53.9,5.01,Tier 2,9.97,Rain,Sunday,Off-Peak,55,12
58.27,43.8,19.2,Tier 2,1.58,Clear,Saturday,Dinner Peak,28,471
84.53,25.8,18.81,Tier 1,7.63,Clear,Saturday,Afternoon,19,217
115.67,45.8,6.04,Tier 1,9.99,Rain,Friday,Dinner Peak,59,435
73.45,49.5,19.19,Tier 2,9.93,Rain,Sunday,Afternoon,39,344
90.52,71.2,3.57,Tier 2,15.59,Clear,Friday,Afternoon,57,310
96.0,13.6,18.6,Tier 1,10.74,Clear,Friday,Off-Peak,12,165
95.53,78.9,9.76,Tier 2,14.34,Rain,Saturday,Off-Peak,29,46
15.73,31.1,10.09,Tier 1,10.27,Clear,Thursday,Morning Peak,3,253
72.22,61.8,2.4,Tier 1,9.76,Clear,Thursday,Dinner Peak,59,374
106.18,33.4,4.48,Tier 2,11.78,Rain,Saturday,Afternoon,52,409
21.41,26.5,14.87,Tier 1,12.48,Clear,Friday,Afternoon,12,474
57.61,72.3,6.22,Tier 1,3.78,Heavy Snow,Saturday,Afternoon,59,171
11.68,57.7,1.35,Tier 3,4.12,Clear,Monday,Off-Peak,58,328
74.18,73.5,22.35,Tier 1,4.87,Rain,Wednesday,Afternoon,56,16
47.1,40.3,4.87,Tier 1,13.56,Clear,Wednesday,Dinner Peak,44,437
99.58,29.4,13.45,Tier 1,14.01,Fog,Saturday,Afternoon,19,355
21.23,66.7,2.55,Tier 3,6.1,Rain,Saturday,Afternoon,25,254
76.6,26.5,2.07,Tier 1,14.17,Clear,Thursday,Morning Peak,59,241
105.05,53.8,5.15,Tier 1,0.5,Clear,Wednesday,Afternoon,39,427
61.14,71.9,9.09,Tier 1,8.27,Heavy Snow,Monday,Off-Peak,57,37
84.33,64.7,19.87,Tier 1,2.97,Rain,Tuesday,Afternoon,27,473
44.08,63.4,1.7,Tier 2,3.05,Clear,Friday,Afternoon,9,130
26.43,83.7,14.7,Tier 3,9.64,Clear,Sunday,Afternoon,4,66
20.9,14.4,6.62,Tier 2,3.27,Fog,Monday,Morning Peak,22,227
45.32,21.0,12.1,Tier 1,7.76,Clear,Thursday,Morning Peak,40,232
99.59,45.2,13.17,Tier 3,10.11,Clear,Saturday,Afternoon,27,222
35.87,34.8,5.89,Tier 3,1.84,Fog,Sunday,Afternoon,38,74
102.89,70.1,14.87,Tier 1,8.35,Heavy Snow,Wednesday,Dinner Peak,12,319
101.03,56.4,14.87,Tier 2,0.92,Clear,Monday,Afternoon,41,44
92.46,83.0,11.64,Tier 3,0.63,Clear,Thursday,Afternoon,7,171
38.58,52.7,21.42,Tier 1,13.32,Clear,Sunday,Afternoon,12,244
86.01,27.2,17.42,Tier 1,12.92,Rain,Friday,Afternoon,51,60
111.93,32.7,6.71,Tier 3,7.92,Rain,Friday,Afternoon,26,399
116.67,48.9,9.07,Tier 1,12.32,Heavy Snow,Sunday,Afternoon,56,160
67.21,45.7,20.35,Tier 2,7.86,Clear,Monday,Off-Peak,45,224
51.31,52.3,4.23,Tier 1,8.43,Clear,Tuesday,Afternoon,1,385
67.27,85.3,3.18,Tier 1,11.91,Clear,Monday,Afternoon,21,8
24.21,29.2,17.21,Tier 1,4.95,Clear,Thursday,Afternoon,21,129
51.23,20.0,8.18,Tier 1,9.42,Clear,Sunday,Dinner Peak,3,217
114.19,82.2,17.81,Tier 1,7.17,Clear,Monday,Dinner Peak,1,74
45.03,63.3,3.17,Tier 2,8.68,Clear,Tuesday,Morning Peak,6,133
48.66,65.6,17.47,Tier 2,2.18,Fog,Wednesday,Afternoon,55,218
12.67,71.7,15.97,Tier 2,1.54,Rain,Sunday,Afternoon,44,362
99.07,74.7,2.14,Tier 3,3.64,Clear,Saturday,Afternoon,52,292
10.46,19.7,6.0,Tier 2,8.6,Clear,Thursday,Off-Peak,26,308
97.92,72.9,4.98,Tier 3,0.96,Rain,Friday,Afternoon,13,91
88.86,62.2,7.35,Tier 1,8.66,Rain,Tuesday,Dinner Peak,18,359
53.17,27.2,13.51,Tier 1,1.82,Rain,Tuesday,Dinner Peak,47,241
57.46,67.2,2.02,Tier 1,6.95,Rain,Thursday,Afternoon,50,256
70.92,70.8,11.39,Tier 1,10.88,Rain,Monday,Dinner Peak,49,349
16.64,16.1,0.64,Tier 1,0.89,Rain,Wednesday,Dinner Peak,43,447
106.31,73.7,10.13,Tier 1,5.23,Fog,Thursday,Dinner Peak,9,336
114.47,20.7,15.88,Tier 3,9.41,Clear,Tuesday,Morning Peak,4,230
35.81,66.3,3.79,Tier 1,8.76,Clear,Monday,Dinner Peak,28,437
49.71,21.8,3.62,Tier 1,5.17,Clear,Friday,Off-Peak,43,134
12.3,44.5,18.02,Tier 1,8.14,Rain,Saturday,Dinner Peak,22,34
54.67,47.7,10.1,Tier 2,13.03,Clear,Monday,Afternoon,58,453
61.96,38.6,17.19,Tier 2,13.59,Fog,Thursday,Afternoon,37,195
61.73,15.5,15.74,Tier 2,16.44,Clear,Sunday,Afternoon,58,157
58.16,38.2,5.52,Tier 1,11.07,Fog,Sunday,Dinner Peak,53,68
69.48,86.9,19.58,Tier 1,0.59,Clear,Sunday,Morning Peak,50,241
36.61,46.9,3.45,Tier 2,2.32,Heavy Snow,Sunday,Dinner Peak,7,285
64.48,45.6,7.33,Tier 3,0.4,Fog,Thursday,Morning Peak,21,169
61.99,54.9,11.54,Tier 1,5.18,Rain,Friday,Morning Peak,50,311
59.84,45.4,11.78,Tier 1,10.12,Clear,Sunday,Off-Peak,55,138
45.65,31.0,19.73,Tier 1,2.71,Clear,Sunday,Afternoon,53,107
11.99,67.7,19.57,Tier 3,1.45,Clear,Saturday,Afternoon,13,211
75.91,31.0,5.06,Tier 1,5.18,Heavy Snow,Monday,Morning Peak,56,140
30.59,68.0,19.33,Tier 2,12.03,,Saturday,Afternoon,20,183
100.73,41.5,11.21,Tier 2,1.41,Rain,Sunday,Afternoon,55,41
52.89,92.3,1.47,Tier 2,10.49,Clear,Saturday,Afternoon,30,158
61.9,48.2,13.98,Tier 2,8.5,Rain,Saturday,Afternoon,17,348
74.11,61.4,13.79,Tier 2,6.95,Heavy Snow,Thursday,Afternoon,19,438
82.06,16.5,9.72,Tier 3,1.58,Clear,Saturday,Afternoon,58,302
9.82,87.9,16.34,Tier 2,11.89,Clear,Friday,Morning Peak,16,384
18.98,66.1,6.78,Tier 2,0.88,Clear,Wednesday,Dinner Peak,47,393
43.53,68.6,11.71,Tier 2,12.72,Clear,Tuesday,Afternoon,25,366
55.95,27.2,17.25,Tier 2,6.34,,Thursday,Off-Peak,27,213
44.9,27.1,5.27,Tier 1,6.99,Rain,Tuesday,Afternoon,42,481
64.3,43.1,5.23,Tier 2,8.95,Clear,Saturday,Morning Peak,41,476
77.68,38.5,9.42,Tier 1,8.73,Clear,Saturday,Dinner Peak,30,156
32.88,44.0,5.17,Tier 2,7.46,Rain,Monday,Morning Peak,27,8
19.81,17.8,0.62,Tier 3,3.65,Clear,Sunday,Morning Peak,7,7
87.05,37.0,13.99,Tier 2,1.46,Clear,Wednesday,Afternoon,5,57
10.86,86.1,19.09,Tier 2,7.5,,Thursday,Afternoon,54,63
89.76,75.8,2.71,Tier 1,9.15,Rain,Friday,Off-Peak,9,322
75.56,60.3,0.94,Tier 1,0.72,Rain,Thursday,Dinner Peak,49,107
65.84,89.4,0.91,Tier 2,14.39,Heavy Snow,Thursday,Morning Peak,28,127
42.3,49.9,19.47,Tier 2,14.3,Fog,Friday,Off-Peak,31,168
67.47,62.9,16.04,Tier 1,1.11,Rain,Wednesday,Off-Peak,34,121
47.01,36.1,13.95,Tier 2,12.31,Fog,Monday,Off-Peak,1,107
13.49,20.4,15.15,Tier 1,1.71,Clear,Sunday,Morning Peak,43,337
46.66,68.4,16.01,Tier 3,2.04,Clear,Monday,Dinner Peak,3,415
71.8,49.0,9.47,Tier 1,7.34,Heavy Snow,Friday,Afternoon,49,332
104.02,58.2,15.88,Tier 2,14.71,Rain,Wednesday,Afternoon,53,282
26.64,72.9,14.24,Tier 2,8.45,Clear,Tuesday,Afternoon,31,174
79.65,32.3,14.95,Tier 2,10.27,Rain,Friday,Off-Peak,34,68
78.48,40.6,3.4,Tier 1,0.82,Clear,Monday,Morning Peak,2,413
121.71,21.0,8.53,Tier 3,3.76,Clear,Tuesday,Dinner Peak,2,71
15.96,47.5,12.17,Tier 2,8.72,Heavy Snow,Thursday,Afternoon,36,265
73.77,62.9,19.45,Tier 3,3.96,Heavy Snow,Monday,Afternoon,58,156
96.07,19.7,3.8,Tier 3,7.78,Clear,Thursday,Dinner Peak,3,201
79.34,19.6,16.79,Tier 2,0.84,Heavy Snow,Monday,Dinner Peak,27,42
28.77,42.4,7.42,Tier 1,8.01,Rain,Thursday,Afternoon,8,83
28.75,83.0,2.05,Tier 1,6.91,Heavy Snow,Saturday,Dinner Peak,15,334
72.07,60.3,7.84,Tier 2,10.14,Clear,Tuesday,Afternoon,15,93
83.88,66.1,1.5,Tier 2,15.04,Clear,Monday,Dinner Peak,44,264
17.81,53.5,15.27,Tier 2,5.83,Fog,Friday,Morning Peak,6,23
121.25,16.2,7.16,Tier 1,4.61,Rain,Monday,Morning Peak,50,175
83.1,49.5,18.9,Tier 1,5.74,Rain,Wednesday,Morning Peak,32,37
16.99,18.5,19.29,Tier 2,13.28,Clear,Sunday,Morning Peak,18,210
13.16,22.6,6.83,Tier 1,1.61,Clear,Tuesday,Off-Peak,38,53
43.55,53.1,9.5,Tier 3,12.51,Clear,Monday,Off-Peak,23,403
84.37,50.8,15.2,Tier 1,12.3,Heavy Snow,Saturday,Morning Peak,1,412
132.27,89.7,8.61,Tier 2,4.66,Fog,Tuesday,Dinner Peak,4,122
25.49,49.8,2.84,Tier 1,7.15,Clear,Tuesday,Morning Peak,12,362
74.09,64.2,18.96,Tier 1,2.81,Clear,Monday,Off-Peak,48,23
64.64,79.5,21.95,Tier 1,9.0,Clear,Thursday,Off-Peak,11,467
38.96,24.2,9.88,Tier 3,12.18,Clear,Sunday,Off-Peak,19,240
66.28,80.3,11.35,Tier 2,9.67,Clear,Tuesday,Dinner Peak,10,303
38.95,77.9,16.4,Tier 3,15.76,Rain,Saturday,Morning Peak,36,189
24.75,64.8,10.19,Tier 2,14.24,Clear,Thursday,Morning Peak,12,202
13.78,36.8,18.95,Tier 1,12.58,Clear,Wednesday,Off-Peak,36,185
73.45,43.4,14.12,Tier 2,0.51,Clear,Sunday,Afternoon,49,337
62.61,57.1,13.13,Tier 1,3.15,Clear,Thursday,Dinner Peak,28,141
31.32,39.9,9.61,Tier 3,14.04,Clear,Sunday,Afternoon,25,409
42.05,61.3,4.92,Tier 2,4.68,Clear,Wednesday,Morning Peak,14,361
22.45,90.3,1.42,Tier 1,3.99,Clear,Saturday,Off-Peak,8,384
18.93,65.4,12.99,Tier 1,3.94,Heavy Snow,Saturday,Morning Peak,25,167
76.35,21.1,4.68,Tier 1,6.84,Clear,Tuesday,Afternoon,25,302
110.51,20.5,14.04,Tier 1,11.36,Clear,Friday,Off-Peak,29,144
25.41,95.3,20.67,Tier 2,11.2,Clear,Saturday,Afternoon,28,476
68.38,45.0,13.05,Tier 1,3.42,Rain,Thursday,Morning Peak,52,72
96.02,49.2,15.9,Tier 1,15.7,Clear,Thursday,Afternoon,14,371
26.36,39.9,5.22,Tier 1,6.12,Rain,Thursday,Morning Peak,32,316
85.74,50.5,18.41,Tier 2,11.68,Clear,Wednesday,Afternoon,42,458
14.66,26.1,8.59,Tier 1,8.93,Clear,Sunday,Afternoon,41,57
94.96,31.5,9.31,Tier 2,11.14,Heavy Snow,Friday,Morning Peak,31,417
26.75,78.9,12.05,Tier 1,12.59,Clear,Tuesday,Dinner Peak,44,420
53.7,73.2,14.73,Tier 3,2.23,Fog,Monday,Morning Peak,48,115
21.78,40.7,7.29,Tier 1,0.29,Clear,Friday,Afternoon,31,54
69.88,34.6,1.11,Tier 1,11.0,Clear,Tuesday,Afternoon,31,123
70.57,51.1,12.05,Tier 1,0.37,Rain,Sunday,Dinner Peak,10,149
115.33,65.4,14.12,Tier 2,10.03,Rain,Monday,Morning Peak,33,81
130.15,68.1,5.34,Tier 1,1.01,Clear,Tuesday,Afternoon,30,83
94.17,66.7,12.68,Tier 3,6.32,,Monday,Afternoon,26,44
109.07,58.7,4.65,Tier 1,4.29,Rain,Monday,Off-Peak,21,354
96.82,29.0,17.3,Tier 3,15.72,Rain,Tuesday,Off-Peak,25,132
12.98,58.7,5.5,Tier 1,3.91,Heavy Snow,Tuesday,Afternoon,8,86
22.31,96.5,3.55,Tier 2,13.96,Clear,Sunday,Afternoon,41,228
69.48,56.8,16.6,Tier 1,15.54,Clear,Thursday,Afternoon,57,94
15.74,20.9,13.85,Tier 2,7.3,Heavy Snow,Saturday,Afternoon,34,111
28.69,84.2,16.54,Tier 3,12.85,Clear,Saturday,Off-Peak,21,353
22.02,55.5,8.28,Tier 3,9.84,Clear,Tuesday,Morning Peak,20,321
62.92,72.7,8.48,Tier 1,12.36,Rain,Monday,Dinner Peak,8,247
104.55,33.2,5.2,Tier 3,12.64,Clear,Tuesday,Dinner Peak,31,87
65.69,65.2,15.15,Tier 1,6.67,Clear,Wednesday,Dinner Peak,34,307
38.93,75.1,7.01,Tier 3,6.22,Rain,Monday,Afternoon,6,276
30.24,20.4,11.62,Tier 1,10.3,Fog,Wednesday,Off-Peak,41,336
49.84,55.8,17.49,Tier 2,11.54,Clear,Saturday,Morning Peak,26,400
10.34,69.2,15.37,Tier 2,1.66,Fog,Sunday,Afternoon,20,485
75.26,64.4,19.02,Tier 3,0.44,Clear,Monday,Dinner Peak,21,436
18.1,100.6,1.91,Tier 3,4.82,Clear,Monday,Morning Peak,1,65
101.74,18.4,2.88,Tier 3,15.55,Clear,Sunday,Dinner Peak,19,308
37.62,20.4,16.61,Tier 2,11.69,Rain,Tuesday,Afternoon,16,213
16.0,47.7,17.85,Tier 1,2.69,Rain,Monday,Dinner Peak,17,17
17.88,16.6,2.68,Tier 1,0.37,Rain,Thursday,Dinner Peak,10,40
37.19,67.6,16.73,Tier 3,7.83,Clear,Friday,Afternoon,29,212
11.48,89.7,5.88,Tier 1,7.8,Fog,Wednesday,Afternoon,1,177
94.91,41.8,13.53,Tier 1,10.8,Heavy Snow,Friday,Afternoon,55,423
94.16,64.0,9.15,Tier 1,1.72,Clear,Tuesday,Afternoon,51,229
14.59,31.4,8.23,Tier 2,4.43,Clear,Thursday,Morning Peak,24,51
26.94,78.5,8.21,Tier 1,12.91,Rain,Wednesday,Afternoon,16,103
57.45,60.2,13.57,Tier 1,11.35,Clear,Sunday,Afternoon,5,484
108.46,19.7,8.16,Tier 1,5.96,Clear,Friday,Morning Peak,10,489
100.31,65.1,10.22,Tier 3,13.31,Rain,Wednesday,Morning Peak,59,401
121.71,62.2,8.42,Tier 2,14.18,Fog,Monday,Afternoon,10,271
69.15,87.3,9.0,Tier 1,5.76,Clear,Sunday,Off-Peak,31,466
83.4,35.1,8.95,Tier 1,6.22,Clear,Thursday,Morning Peak,38,438
117.79,49.0,5.78,Tier 1,5.67,Clear,Tuesday,Dinner Peak,20,238
12.34,55.8,16.18,Tier 1,8.49,Rain,Wednesday,Off-Peak,15,124
49.26,64.9,15.54,Tier 1,2.03,Clear,Tuesday,Morning Peak,46,86
120.89,63.5,12.03,Tier 3,12.15,Clear,Tuesday,Dinner Peak,7,293
32.31,49.7,4.35,Tier 1,11.11,Rain,Friday,Dinner Peak,23,222
110.13,79.1,7.51,Tier 1,13.5,Rain,Tuesday,Morning Peak,29,441
100.78,56.4,11.2,Tier 2,14.13,Clear,Sunday,Dinner Peak,51,185
63.46,65.8,13.71,Tier 1,2.25,Clear,Friday,Afternoon,24,237
42.42,71.8,9.28,Tier 1,12.05,Clear,Thursday,Morning Peak,25,498
95.81,67.5,0.92,Tier 1,14.78,Clear,Saturday,Afternoon,34,392
115.89,64.2,5.74,Tier 1,4.76,Clear,Friday,Dinner Peak,30,110
88.27,70.9,6.22,Tier 1,2.62,Clear,Friday,Morning Peak,19,337
100.6,87.9,12.8,Tier 1,1.41,Clear,Wednesday,Off-Peak,2,254
126.46,52.2,12.0,Tier 2,4.6,Heavy Snow,Sunday,Dinner Peak,11,172
14.45,77.9,15.0,Tier 1,2.24,Clear,Monday,Morning Peak,58,60
31.13,69.8,7.1,Tier 1,12.8,Rain,Saturday,Off-Peak,55,417
110.57,57.3,15.15,Tier 2,7.96,Heavy Snow,Thursday,Morning Peak,13,246
46.44,23.5,14.01,Tier 1,8.23,Rain,Sunday,Afternoon,22,365
26.14,17.3,16.85,Tier 2,7.23,Rain,Sunday,Dinner Peak,23,430
115.85,45.2,8.08,Tier 2,10.61,Clear,Saturday,Off-Peak,2,486
59.05,39.4,9.82,Tier 1,3.77,Clear,Wednesday,Afternoon,54,104
54.27,16.6,0.63,Tier 1,4.5,Clear,Saturday,Dinner Peak,14,328
25.89,17.5,1.65,Tier 2,12.77,Rain,Monday,Morning Peak,48,188
29.89,22.6,2.41,Tier 2,7.44,Clear,Wednesday,Afternoon,28,161
21.86,102.0,11.26,Tier 2,2.56,Fog,Thursday,Morning Peak,5,382
104.49,17.8,17.86,Tier 1,12.66,Clear,Saturday,Morning Peak,32,377
96.79,72.3,9.73,Tier 1,0.93,Clear,Saturday,Morning Peak,24,315
57.03,71.5,18.48,Tier 1,12.99,Rain,Wednesday,Morning Peak,12,67
24.58,43.8,8.61,Tier 1,11.7,Fog,Sunday,Off-Peak,10,247
114.4,54.8,17.96,Tier 3,6.83,Clear,Monday,Dinner Peak,33,12
41.43,19.0,2.12,Tier 3,1.2,Heavy Snow,Wednesday,Afternoon,46,293
82.46,59.8,10.66,Tier 2,3.31,Clear,Sunday,Dinner Peak,13,28
59.54,41.8,12.81,Tier 3,11.54,Fog,Wednesday,Afternoon,6,394
106.5,80.5,4.1,Tier 3,10.28,Clear,Wednesday,Afternoon,7,498
97.0,18.9,8.31,Tier 2,8.55,Heavy Snow,Saturday,Off-Peak,15,390
119.2,16.6,1.33,Tier 2,0.34,Clear,Sunday,Afternoon,5,312
41.11,69.9,11.15,Tier 2,6.12,Fog,Sunday,Afternoon,50,458
62.44,50.6,16.39,Tier 3,5.01,Clear,Monday,Dinner Peak,39,223
58.7,100.1,13.97,Tier 1,7.6,Heavy Snow,Tuesday,Morning Peak,35,295
97.38,60.4,4.42,Tier 2,2.46,Fog,Saturday,Afternoon,16,60
16.19,25.1,12.16,Tier 1,8.39,Fog,Friday,Afternoon,17,434
115.93,20.6,13.81,Tier 1,5.59,Clear,Sunday,Dinner Peak,18,280
98.29,45.3,17.04,Tier 1,4.29,Fog,Sunday,Afternoon,8,248
52.27,33.9,6.72,Tier 3,7.4,Heavy Snow,Monday,Afternoon,38,52
97.2,22.2,16.39,Tier 2,1.71,Clear,Tuesday,Afternoon,55,404
46.26,25.7,18.24,Tier 1,2.18,Heavy Snow,Thursday,Off-Peak,54,246
31.02,37.9,21.73,Tier 2,8.66,Clear,Thursday,Morning Peak,28,484
82.86,23.8,5.56,Tier 1,2.62,Clear,Monday,Off-Peak,41,230
36.48,71.2,15.72,Tier 1,6.82,Clear,Sunday,Dinner Peak,57,247
110.64,25.7,20.69,Tier 2,1.56,Clear,Thursday,Afternoon,40,50
